,Exp,ID,anomalyName,anomalyType,TN,FN,FP,TP,ACC,FPR,TPR,P,F1,Update_times,runtime
117,E1,0,noise,[2],95,5,0,0,0.95,0.0,0.0,0,0,2,1.8216171264648438
118,E1,1,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.8266730308532715
119,E1,2,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.8315272331237793
120,E1,0,noise,"[0, 1]",95,5,0,0,0.95,0.0,0.0,0,0,2,1.7977337837219238
121,E1,1,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.803023099899292
122,E1,2,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.8076069355010986
123,E1,0,noise,"[0, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,1.8752999305725098
124,E1,1,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8809199333190918
125,E1,2,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.88643479347229
126,E1,0,noise,"[1, 2]",95,2,0,3,0.98,0.0,0.6,1.0,0.7499999999999999,2,1.9598422050476074
127,E1,1,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9651169776916504
128,E1,2,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9699761867523193
129,E1,0,noise,"[0, 1, 2]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.904371738433838
130,E1,1,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9095797538757324
131,E1,2,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9143848419189453
132,E1,0,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.9208438396453857
133,E1,1,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.9256200790405273
134,E1,2,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.9304018020629883
135,E1,0,outlier,[0],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.7871291637420654
136,E1,1,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.792233943939209
137,E1,2,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.797126293182373
138,E1,0,outlier,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,1.8717312812805176
139,E1,1,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.8766350746154785
140,E1,2,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.8812251091003418
141,E1,0,outlier,[2],95,5,0,0,0.95,0.0,0.0,0,0,2,1.8180530071258545
142,E1,1,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.8229360580444336
143,E1,2,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.827712059020996
144,E1,0,outlier,"[0, 1]",95,5,0,0,0.95,0.0,0.0,0,0,2,1.7744131088256836
145,E1,1,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.779829978942871
146,E1,2,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.7848351001739502
147,E1,0,outlier,"[0, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,1.7755019664764404
148,E1,1,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7809860706329346
149,E1,2,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.785614013671875
150,E1,0,outlier,"[1, 2]",95,2,0,3,0.98,0.0,0.6,1.0,0.7499999999999999,2,1.8114328384399414
151,E1,1,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8164899349212646
152,E1,2,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.821225881576538
153,E1,0,outlier,"[0, 1, 2]",95,2,0,3,0.98,0.0,0.6,1.0,0.7499999999999999,2,1.7890031337738037
154,E1,1,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7941310405731201
155,E1,2,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.798849105834961
156,E1,0,constant,[0],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.7739598751068115
157,E1,1,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.7788519859313965
158,E1,2,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.7834899425506592
159,E1,0,constant,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7698068618774414
160,E1,1,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.775191068649292
161,E1,2,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.7798378467559814
162,E1,0,constant,[2],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.814728021621704
163,E1,1,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.8197247982025146
164,E1,2,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.8243639469146729
165,E1,0,constant,"[0, 1]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.7678501605987549
166,E1,1,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.7730460166931152
167,E1,2,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.7776389122009277
168,E1,0,constant,"[0, 2]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.7757372856140137
169,E1,1,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7806811332702637
170,E1,2,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7854981422424316
171,E1,0,constant,"[1, 2]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.8053150177001953
172,E1,1,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.810472011566162
173,E1,2,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.815263032913208
174,E1,0,constant,"[0, 1, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,1.7734367847442627
175,E1,1,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7789978981018066
176,E1,2,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.78389573097229
177,E1,0,noise,[0],95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,1.7791271209716797
178,E1,1,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.7843170166015625
179,E1,2,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.7890372276306152
180,E1,0,noise,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,1.8801116943359375
181,E1,1,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.885617733001709
182,E1,2,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.8906607627868652
183,E1,0,noise,[2],95,5,0,0,0.95,0.0,0.0,0,0,2,1.8898601531982422
184,E1,1,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.895503282546997
185,E1,2,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.900881052017212
186,E1,0,noise,"[0, 1]",95,5,0,0,0.95,0.0,0.0,0,0,2,1.9003808498382568
187,E1,1,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.9053468704223633
188,E1,2,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.9100549221038818
189,E1,0,noise,"[0, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,1.9313280582427979
190,E1,1,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9372479915618896
191,E1,2,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.942286729812622
192,E1,0,noise,"[1, 2]",95,5,0,0,0.95,0.0,0.0,0,0,2,1.888495922088623
193,E1,1,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8936848640441895
194,E1,2,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8987677097320557
195,E1,0,noise,"[0, 1, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,1.8094451427459717
196,E1,1,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.814789056777954
197,E1,2,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.819444179534912
198,E1,0,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,2.2901129722595215
199,E1,1,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,2.2949881553649902
200,E1,2,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,2.3002161979675293
201,E1,0,outlier,[0],95,5,0,0,0.95,0.0,0.0,0,0,2,1.9073278903961182
202,E1,1,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.91267991065979
203,E1,2,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.917382001876831
204,E1,0,outlier,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,2.220367908477783
205,E1,1,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.225665807723999
206,E1,2,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.230504035949707
207,E1,0,outlier,[2],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.9658339023590088
208,E1,1,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.971086025238037
209,E1,2,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.9761359691619873
210,E1,0,outlier,"[0, 1]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.1233510971069336
211,E1,1,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.1282639503479004
212,E1,2,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.1329782009124756
213,E1,0,outlier,"[0, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,1.885211706161499
214,E1,1,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.893622636795044
215,E1,2,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8990437984466553
216,E1,0,outlier,"[1, 2]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.9210009574890137
217,E1,1,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9260189533233643
218,E1,2,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9306988716125488
219,E1,0,outlier,"[0, 1, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,1.9739799499511719
220,E1,1,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9791460037231445
221,E1,2,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9837887287139893
222,E1,0,constant,[0],95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,2.198086977005005
223,E1,1,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.2035131454467773
224,E1,2,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.2083311080932617
225,E1,0,constant,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,2.0550472736358643
226,E1,1,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.060793161392212
227,E1,2,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.066470146179199
228,E1,0,constant,[2],95,5,0,0,0.95,0.0,0.0,0,0,2,3.0182669162750244
229,E1,1,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,3.027678966522217
230,E1,2,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,3.0367870330810547
231,E1,0,constant,"[0, 1]",95,5,0,0,0.95,0.0,0.0,0,0,2,2.253998279571533
232,E1,1,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.2685420513153076
233,E1,2,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.275689125061035
234,E1,0,constant,"[0, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,2.6467368602752686
235,E1,1,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.652540922164917
236,E1,2,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.6576247215270996
237,E1,0,constant,"[1, 2]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.1897919178009033
238,E1,1,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.195456027984619
239,E1,2,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.200683116912842
240,E1,0,constant,"[0, 1, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,2.074497938156128
241,E1,1,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.079667091369629
242,E1,2,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.084878921508789
243,E1,0,noise,[0],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.7269580364227295
244,E1,1,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.7344460487365723
245,E1,2,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.7415270805358887
246,E1,0,noise,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,2.0820798873901367
247,E1,1,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.0876059532165527
248,E1,2,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.093035936355591
249,E1,0,noise,[2],95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,1.983875036239624
250,E1,1,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.9888701438903809
251,E1,2,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.993696928024292
252,E1,0,noise,"[0, 1]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.757279872894287
253,E1,1,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.763274908065796
254,E1,2,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.7683098316192627
255,E1,0,noise,"[0, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,1.8454468250274658
256,E1,1,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8508598804473877
257,E1,2,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8555049896240234
258,E1,0,noise,"[1, 2]",95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,2.008636951446533
259,E1,1,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.0138280391693115
260,E1,2,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.0189778804779053
261,E1,0,noise,"[0, 1, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,1.8348872661590576
262,E1,1,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8402800559997559
263,E1,2,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.845149278640747
264,E1,0,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.890906810760498
265,E1,1,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.895655870437622
266,E1,2,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.900442123413086
267,E1,0,outlier,[0],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.8882431983947754
268,E1,1,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.895876169204712
269,E1,2,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.9010722637176514
