,Epoch,Temperature,Humidity,Light,Voltage
267,269.0,18.18846666666667,38.5197,441.6000000000001,2.6514300000000004
268,270.0,18.18465555555556,38.52728333333334,441.6000000000001,2.6514300000000004
269,271.0,18.180844444444446,38.53486666666667,441.6000000000001,2.6514300000000004
270,272.0,18.177033333333334,38.54245,441.6,2.6514300000000004
271,273.0,18.173222222222222,38.55003333333334,441.6000000000001,2.65143
272,274.0,18.16941111111111,38.55761666666667,441.6,2.65143
273,275.0,18.1656,38.5652,441.6,2.65143
274,276.0,18.1656,38.5652,441.6,2.65143
275,277.0,18.1656,38.5652,441.6,2.65143
276,278.0,18.1656,38.5652,441.6,2.65143
277,279.0,18.1656,38.5652,441.6,2.65143
278,280.0,18.1656,38.5652,441.6,2.65143
279,281.0,18.1607,38.54815,441.6,2.65143
280,282.0,18.1558,38.5311,441.6,2.65143
281,283.0,18.1656,38.5311,441.6,2.65143
282,284.0,18.1607,38.565200000000004,441.6,2.65143
283,285.0,18.1558,38.5993,441.6,2.65143
284,286.0,18.14763333333333,38.61066666666667,441.59999999999997,2.65143
285,287.0,18.139466666666664,38.622033333333334,441.6,2.65143
286,288.0,18.131299999999996,38.6334,441.6,2.65143
287,289.0,18.12313333333333,38.64476666666667,441.6000000000001,2.65143
288,290.0,18.114966666666668,38.65613333333333,441.6,2.65143
289,291.0,18.1068,38.6675,441.6,2.65143
290,292.0,18.1068,38.6675,434.24,2.65143
291,293.0,18.1068,38.6675,426.88,2.65143
292,294.0,18.097,38.6334,426.88,2.65143
293,295.0,18.09308,38.64022,426.88,2.65143
294,296.0,18.08916,38.64704,426.88,2.65143
295,297.0,18.08524,38.65386,426.87999999999994,2.65143
296,298.0,18.081319999999998,38.66068,426.88,2.65143
297,299.0,18.0774,38.6675,426.88,2.65143
298,300.0,18.072499999999998,38.68455,426.88,2.65143
299,301.0,18.0676,38.7016,426.88,2.65143
300,302.0,18.064333333333334,38.71296666666667,426.87999999999994,2.65143
301,303.0,18.06106666666667,38.724333333333334,426.88,2.65143
302,304.0,18.0578,38.7357,426.88,2.65143
303,305.0,18.0578,38.7357,426.88,2.66332
304,306.0,18.0676,38.7016,426.88,2.65143
305,307.0,18.0676,38.693075,426.88,2.65143
306,308.0,18.0676,38.68455,426.87999999999994,2.65143
307,309.0,18.0676,38.676024999999996,426.88,2.65143
308,310.0,18.0676,38.6675,426.88,2.65143
309,311.0,18.0676,38.6675,426.88,2.65143
310,312.0,18.0676,38.6675,426.88,2.65143
311,313.0,18.0627,38.68455,426.88,2.65143
312,314.0,18.0578,38.7016,426.88,2.65143
313,315.0,18.0578,38.693075,426.88,2.65143
314,316.0,18.0578,38.68455,426.88,2.6514300000000004
315,317.0,18.0578,38.676025,426.88000000000005,2.6514300000000004
316,318.0,18.0578,38.667500000000004,426.88,2.6514300000000004
317,319.0,18.0578,38.658975000000005,426.88,2.6514300000000004
318,320.0,18.0578,38.650450000000006,426.87999999999994,2.65143
319,321.0,18.0578,38.641925,426.88,2.65143
320,322.0,18.0578,38.6334,426.88,2.65143
321,323.0,18.0578,38.641925,426.88,2.65143
322,324.0,18.0578,38.65045,426.87999999999994,2.65143
323,325.0,18.0578,38.658975,426.88,2.65143
324,326.0,18.0578,38.6675,426.88,2.65143
325,327.0,18.0382,38.6675,426.88,2.65143
326,328.0,18.031666666666666,38.69023333333333,426.87999999999994,2.65143
327,329.0,18.025133333333333,38.71296666666667,426.88,2.65143
328,330.0,18.0186,38.7357,426.88,2.65143
329,331.0,18.0137,38.7357,426.88,2.65143
330,332.0,18.0088,38.7357,426.88,2.65143
331,333.0,18.0088,38.7357,426.87999999999994,2.65143
332,334.0,18.0088,38.7357,426.88,2.65143
333,335.0,18.0088,38.7357,426.88,2.65143
334,336.0,18.0039,38.7357,426.88,2.65143
335,337.0,17.999000000000002,38.7357,426.88,2.65143
336,338.0,17.996550000000003,38.7357,426.88,2.65143
337,339.0,17.994100000000003,38.7357,426.87999999999994,2.65143
338,340.0,17.99165,38.7357,426.88,2.65143
339,341.0,17.9892,38.7357,426.88,2.65143
340,342.0,17.9892,38.7357,426.87999999999994,2.65143
341,343.0,17.9892,38.7357,426.88,2.65143
342,344.0,17.9892,38.7357,426.88,2.65143
343,345.0,17.987022222222222,38.739488888888886,426.88,2.65143
344,346.0,17.984844444444445,38.74327777777777,426.88,2.65143
345,347.0,17.982666666666667,38.74706666666666,426.88,2.6514300000000004
346,348.0,17.98048888888889,38.75085555555555,426.88000000000005,2.6514300000000004
347,349.0,17.97831111111111,38.754644444444445,426.88,2.6514300000000004
348,350.0,17.976133333333333,38.758433333333336,426.88,2.6514300000000004
349,351.0,17.973955555555555,38.76222222222222,426.87999999999994,2.65143
350,352.0,17.971777777777778,38.76601111111111,426.88,2.65143
351,353.0,17.9696,38.7698,426.88,2.65143
352,354.0,17.9696,38.7698,426.88,2.66332
353,355.0,17.965145454545453,38.7729,426.88000000000005,2.6622390909090914
354,356.0,17.960690909090907,38.775999999999996,426.88,2.661158181818182
355,357.0,17.956236363636364,38.7791,426.88,2.660077272727273
356,358.0,17.951781818181818,38.7822,426.88,2.6589963636363643
357,359.0,17.947327272727275,38.78530000000001,426.88,2.6579154545454555
358,360.0,17.94287272727273,38.7884,426.88000000000005,2.6568345454545463
359,361.0,17.938418181818186,38.7915,426.88,2.655753636363637
360,362.0,17.93396363636364,38.7946,426.88,2.654672727272728
361,363.0,17.929509090909093,38.7977,426.87999999999994,2.6535918181818183
362,364.0,17.925054545454547,38.800799999999995,426.88,2.652510909090909
363,365.0,17.9206,38.8039,426.88,2.65143
364,366.0,17.9157,38.8039,426.88,2.65143
365,367.0,17.9108,38.8039,426.88,2.65143
366,368.0,17.9304,38.8039,426.88,2.65143
367,369.0,17.924519999999998,38.8039,426.88,2.65143
368,370.0,17.918639999999996,38.8039,426.88,2.65143
369,371.0,17.912759999999995,38.8039,426.87999999999994,2.65143
370,372.0,17.906879999999997,38.8039,426.88,2.65143
371,373.0,17.901,38.8039,426.88,2.65143
372,374.0,17.901,38.8039,426.88,2.65143
373,375.0,17.901,38.8379,426.88,2.65143
374,376.0,17.894466666666666,38.849266666666665,426.87999999999994,2.65143
375,377.0,17.887933333333333,38.86063333333333,426.88,2.65143
376,378.0,17.8814,38.872,426.88,2.65143
377,379.0,17.8814,38.872,426.88,2.66332
378,380.0,17.8814,38.8039,426.88,2.65143
379,381.0,17.87405,38.820925,426.88,2.65143
380,382.0,17.866699999999998,38.83795,426.87999999999994,2.65143
381,383.0,17.85935,38.854974999999996,426.88,2.65143
382,384.0,17.852,38.872,426.88,2.65143
383,385.0,17.847099999999998,38.872,426.88,2.65143
384,386.0,17.8422,38.872,426.88,2.65143
385,387.0,17.8324,38.872,426.88,2.65143
386,388.0,17.8128,38.872,426.88,2.65143
387,389.0,17.8226,38.872,426.88,2.65143
388,390.0,17.812800000000003,38.872,426.88,2.65143
389,391.0,17.803,38.872,426.88,2.65143
390,392.0,17.798099999999998,38.90605,426.88,2.65143
391,393.0,17.7932,38.9401,426.88,2.65143
392,394.0,17.7883,38.9401,426.88,2.65143
393,395.0,17.7834,38.9401,426.88,2.65143
394,396.0,17.7834,38.9401,426.88,2.65143
395,397.0,17.7834,38.9401,426.88,2.65143
396,398.0,17.7834,38.9401,426.88,2.65143
397,399.0,17.77605,38.9401,426.88,2.65143
398,400.0,17.7687,38.9401,426.87999999999994,2.65143
399,401.0,17.76135,38.9401,426.88,2.65143
400,402.0,17.754,38.9401,426.88,2.65143
401,403.0,17.7442,38.9401,426.88,2.65143
402,404.0,17.747466666666668,38.92876666666667,426.87999999999994,2.65143
403,405.0,17.750733333333336,38.917433333333335,426.88,2.65143
404,406.0,17.754,38.9061,426.88,2.65143
405,407.0,17.754,38.9401,426.88,2.65143
406,408.0,17.7344,38.9401,426.88,2.65143
407,409.0,17.7344,38.9401,426.87999999999994,2.65143
408,410.0,17.7344,38.9401,426.88,2.65143
409,411.0,17.7344,38.9401,426.88,2.65143
410,412.0,17.7316,38.93524285714285,426.88,2.654842857142857
411,413.0,17.7288,38.93038571428571,426.88000000000005,2.658255714285714
412,414.0,17.726,38.92552857142857,426.88,2.6616685714285717
413,415.0,17.7232,38.92067142857143,426.88,2.665081428571429
414,416.0,17.720399999999998,38.91581428571428,426.87999999999994,2.6684942857142864
415,417.0,17.717599999999997,38.91095714285714,426.88,2.671907142857143
416,418.0,17.7148,38.9061,426.88,2.67532
417,419.0,17.724600000000002,38.88905,426.88,2.65748
418,420.0,17.7344,38.872,426.88,2.63964
419,421.0,17.7246,38.9061,426.88,2.65143
420,422.0,17.7197,38.923100000000005,426.88,2.65143
421,423.0,17.7148,38.9401,426.88,2.65143
422,424.0,17.7197,38.90605,426.88,2.65143
423,425.0,17.7246,38.872,426.88,2.65143
424,426.0,17.7148,38.872,426.88,2.65143
425,427.0,17.6952,38.9401,426.88,2.65143
426,428.0,17.69128,38.94691,426.88,2.6514300000000004
427,429.0,17.687359999999998,38.953720000000004,426.88,2.6514300000000004
428,430.0,17.683439999999997,38.960530000000006,426.88,2.6514300000000004
429,431.0,17.679519999999997,38.96734,426.88,2.6514300000000004
430,432.0,17.6756,38.97415,426.88000000000005,2.6514300000000004
431,433.0,17.67168,38.98096,426.88,2.6514300000000004
432,434.0,17.66776,38.98777,426.88,2.6514300000000004
433,435.0,17.66384,38.99458,426.87999999999994,2.65143
434,436.0,17.65992,39.00139,426.88,2.65143
435,437.0,17.656,39.0082,426.88,2.65143
436,438.0,17.649466666666665,39.0082,426.87999999999994,2.65143
437,439.0,17.642933333333332,39.0082,426.88,2.65143
438,440.0,17.6364,39.0082,426.88,2.65143
439,441.0,17.6364,39.0082,426.88,2.65143
440,442.0,17.634999999999998,39.0082,426.88,2.6514300000000004
441,443.0,17.633599999999998,39.008199999999995,426.88000000000005,2.6514300000000004
442,444.0,17.632199999999997,39.0082,426.88,2.6514300000000004
443,445.0,17.630799999999997,39.0082,426.88,2.6514300000000004
444,446.0,17.6294,39.0082,426.87999999999994,2.65143
445,447.0,17.628,39.0082,426.88,2.65143
446,448.0,17.6266,39.0082,426.88,2.65143
447,449.0,17.6364,38.9742,426.88,2.65143
448,450.0,17.6168,39.0082,426.88,2.65143
449,451.0,17.6168,39.0082,426.88,2.65143
450,452.0,17.6168,39.0082,426.88,2.65143
451,453.0,17.607,39.0082,426.88,2.65143
452,454.0,17.5972,39.0082,426.88,2.65143
453,455.0,17.6168,39.0082,426.88,2.65143
454,456.0,17.607,39.0082,426.88,2.65143
455,457.0,17.6168,39.0082,426.88,2.65143
456,458.0,17.5972,39.0082,426.88,2.65143
457,459.0,17.6168,39.0082,426.88,2.65143
458,460.0,17.6168,38.9742,426.88,2.65143
459,461.0,17.6119,38.991200000000006,426.88,2.65143
460,462.0,17.607,39.0082,426.88,2.65143
461,463.0,17.5972,39.0082,426.88,2.65143
462,464.0,17.5874,39.0082,426.88,2.65143
463,465.0,17.58413333333333,39.019533333333335,426.87999999999994,2.65143
464,466.0,17.580866666666665,39.03086666666667,426.88,2.65143
465,467.0,17.5776,39.0422,426.88,2.65143
466,468.0,17.5678,39.0422,426.88,2.65143
467,469.0,17.5678,39.0763,426.88,2.65143
468,470.0,17.5482,39.0763,426.88,2.65143
469,471.0,17.5482,39.0763,426.88,2.65143
470,472.0,17.5482,39.059250000000006,426.88,2.65143
471,473.0,17.5482,39.0422,426.88,2.65143
472,474.0,17.5482,39.0763,426.88,2.65143
473,475.0,17.541666666666668,39.0763,426.87999999999994,2.65143
474,476.0,17.535133333333334,39.0763,426.88,2.65143
475,477.0,17.5286,39.0763,426.88,2.65143
476,478.0,17.52751111111111,39.0763,426.88,2.65143
477,479.0,17.526422222222223,39.0763,426.88,2.65143
478,480.0,17.525333333333332,39.0763,426.88,2.6514300000000004
479,481.0,17.524244444444445,39.0763,426.88000000000005,2.6514300000000004
480,482.0,17.523155555555554,39.0763,426.88,2.6514300000000004
481,483.0,17.522066666666667,39.0763,426.88,2.6514300000000004
482,484.0,17.520977777777777,39.0763,426.87999999999994,2.65143
483,485.0,17.519888888888886,39.0763,426.88,2.65143
484,486.0,17.5188,39.0763,426.88,2.65143
485,487.0,17.509,39.1103,426.88,2.65143
486,488.0,17.4992,39.1443,426.88,2.65143
487,489.0,17.492666666666665,39.1443,426.87999999999994,2.65143
488,490.0,17.486133333333335,39.1443,426.88,2.65143
489,491.0,17.4796,39.1443,426.88,2.65143
490,492.0,17.47715,39.1443,426.88,2.65143
491,493.0,17.474700000000002,39.1443,426.87999999999994,2.65143
492,494.0,17.472250000000003,39.1443,426.88,2.65143
493,495.0,17.4698,39.1443,426.88,2.65143
494,496.0,17.46,39.1783,426.88,2.65143
495,497.0,17.46,39.1443,426.88,2.65143
496,498.0,17.46,39.1443,426.88,2.65143
497,499.0,17.4502,39.1443,426.88,2.65143
498,500.0,17.46,39.1783,426.88,2.65143
