Temperature,Temperature,Temperature,,,,Humidity,Humidity,Humidity,,,,Voltage,Voltage,Voltage
19.6356,19.2828,18.783,,,,38.9401,39.059225,41.1751,,,,2.65143,2.68742,2.67532
19.6356,19.2828,18.8222,,,,39.0082,39.11025,41.3098,,,,2.65143,2.68742,2.67532
19.6356,19.2828,18.7928,,,,39.1443,39.161275,41.1078,,,,2.65143,2.68742,2.67532
19.6356,19.2828,18.832,,,,39.2803,39.2123,41.3098,,,,2.65143,2.68742,2.67532
19.6356,19.273,18.8124,,,,39.3483,39.1783,41.29295,,,,2.65143,2.67532,2.68137
19.6356,19.2632,18.7928,,,,39.2803,39.2463,41.2761,,,,2.65143,2.68742,2.68742
19.6356,19.273,18.8124,,,,39.3483,39.3822,41.2256,,,,2.65143,2.68742,2.68742
19.6454,19.2828,18.832,,,,39.4502,39.5181,41.1751,,,,2.65143,2.68742,2.68742
19.6356,19.2632,18.8418,,,,39.4842,39.2803,41.1414,,,,2.65143,2.68742,2.68742
19.6454,19.2583,18.8467,,,,39.4162,39.2803,41.10775,,,,2.65143,2.68742,2.68137
19.6405,19.2534,18.8516,,,,39.4162,39.2803,41.0741,,,,2.645535,2.68742,2.67532
19.6356,19.2534,18.881,,,,39.4162,39.2123,41.0741,,,,2.63964,2.68742,2.67532
19.6258,19.2436,18.8712,,,,39.4162,39.2803,41.0404,,,,2.65143,2.68742,2.68742
19.6356,19.2436,18.8712,,,,39.3483,39.2123,41.01793333,,,,2.65143,2.68742,2.68742
19.6356,19.2436,18.8712,,,,39.3143,39.2123,40.99546667,,,,2.65143,2.67532,2.68742
19.6258,19.2338,18.8712,,,,39.3483,39.1443,40.973,,,,2.65143,2.68742,2.68742
19.616,19.2436,18.8908,,,,39.3143,39.0763,40.973,,,,2.65143,2.67532,2.68742
19.6258,19.224,18.8712,,,,39.2463,39.0763,40.8718,,,,2.65143,2.67532,2.67532
19.616,19.224,18.8614,,,,39.2803,39.0763,40.863375,,,,2.65143,2.68742,2.678345
19.6356,19.2044,18.8516,,,,39.2123,39.0082,40.85495,,,,2.65143,2.67532,2.68137
19.616,19.2142,18.8418,,,,39.2463,39.0082,40.846525,,,,2.65143,2.68742,2.684395
19.616,19.2044,18.832,,,,39.2463,39.0082,40.8381,,,,2.65143,2.68742,2.68742
19.616,19.1946,18.8516,,,,39.2463,38.97415,40.8381,,,,2.65143,2.68742,2.67532
19.616,19.1848,18.832,,,,39.2123,38.9401,40.7031,,,,2.65143,2.68742,2.68742
19.6062,19.1946,18.8124,,,,39.1783,38.9061,40.6355,,,,2.65143,2.68742,2.67532
19.616,19.2044,18.7928,,,,39.1443,38.872,40.7706,,,,2.65143,2.68742,2.67532
19.5964,19.1995,18.7977,,,,39.1443,38.83795,40.71995,,,,2.65143,2.68742,2.68137
19.5964,19.1946,18.8026,,,,39.1443,38.8039,40.6693,,,,2.65143,2.68742,2.68742
19.5964,19.1848,18.8124,,,,39.1443,38.8039,40.6693,,,,2.65143,2.67532,2.67532
19.6062,19.1946,18.81485,,,,39.0763,38.872,40.652425,,,,2.65143,2.68742,2.67532
19.5964,19.1848,18.8173,,,,39.0763,38.8039,40.63555,,,,2.65143,2.68742,2.67532
19.5964,19.1848,18.81975,,,,39.0763,38.7698,40.618675,,,,2.645535,2.68742,2.67532
19.5964,19.175,18.8222,,,,39.0763,38.7698,40.6018,,,,2.63964,2.68742,2.67532
19.5964,19.1848,18.8075,,,,39.02525,38.7698,40.5342,,,,2.645535,2.68742,2.67532
19.5964,19.175,18.7928,,,,38.9742,38.7698,40.4666,,,,2.65143,2.68742,2.67532
19.5866,19.1652,18.783,,,,39.0082,38.80385,40.7031,,,,2.65143,2.68742,2.68742
19.5768,19.1554,18.7732,,,,39.0763,38.8379,40.7706,,,,2.65143,2.68742,2.67532
19.5768,19.1554,18.7732,,,,39.0422,38.872,40.7706,,,,2.65143,2.68742,2.67532
19.57026667,19.1456,18.783,,,,39.05356667,38.9401,40.80435,,,,2.65143,2.68742,2.67532
19.56373333,19.1407,18.7928,,,,39.06493333,38.97415,40.8381,,,,2.65143,2.68742,2.67532
19.5572,19.1358,18.7928,,,,39.0763,39.0082,40.8381,,,,2.65143,2.68742,2.67532
19.5572,19.1358,18.7732,,,,39.0082,39.2123,40.9841,,,,2.65143,2.67532,2.67532
19.5474,19.1456,18.7536,,,,39.1443,39.2123,41.1301,,,,2.65143,2.69964,2.67532
19.5523,19.1554,18.734,,,,39.09325,39.2803,41.2761,,,,2.65143,2.67532,2.67532
19.5572,19.1554,18.734,,,,39.0422,39.4162,41.3771,,,,2.65143,2.68742,2.67532
19.5572,19.1456,18.72746667,,,,39.07625,39.4842,41.35466667,,,,2.65143,2.68742,2.67532
19.5572,19.126,18.72093333,,,,39.1103,39.4162,41.33223333,,,,2.65143,2.69964,2.67532
19.5474,19.126,18.7144,,,,39.3483,39.4502,41.3098,,,,2.65143,2.68742,2.67532
19.5523,19.1358,18.7242,,,,39.41625,39.4162,41.3098,,,,2.65143,2.68742,2.67532
19.5572,19.1407,18.734,,,,39.4842,39.4162,41.3098,,,,2.65143,2.68742,2.67532
19.5376,19.1456,18.7732,,,,39.4502,39.4162,41.1751,,,,2.65143,2.68742,2.68742
19.5474,19.1456,18.7536,,,,39.3823,39.38225,41.1414,,,,2.65143,2.68742,2.68742
19.5376,19.1456,18.7438,,,,39.2463,39.3483,41.0404,,,,2.65143,2.68742,2.68742
19.5376,19.1505,18.7144,,,,39.23496667,39.3313,41.0067,,,,2.65143,2.68742,2.67532
19.5376,19.1554,18.734,,,,39.22363333,39.3143,41.1751,,,,2.65143,2.68742,2.68742
19.5376,19.1456,18.7291,,,,39.2123,39.2123,41.07405,,,,2.65143,2.68742,2.68137
19.5376,19.1456,18.7242,,,,39.4502,39.1443,40.973,,,,2.65143,2.68742,2.67532
19.5278,19.1505,18.6752,,,,39.4162,39.1103,40.973,,,,2.65143,2.68742,2.67532
19.5278,19.1554,18.6948,,,,39.39925,39.0763,41.0404,,,,2.65143,2.68742,2.67532
19.5278,19.1505,18.685,,,,39.3823,39.05925,40.97295,,,,2.65143,2.68742,2.67532
19.5278,19.1456,18.6752,,,,39.3483,39.0422,40.9055,,,,2.65143,2.68742,2.67532
19.5278,19.1407,18.6654,,,,39.3143,39.016675,41.0404,,,,2.65143,2.68742,2.68742
19.5229,19.1358,18.6458,,,,39.2973,38.99115,40.9055,,,,2.65143,2.68742,2.67532
19.518,19.1309,18.6409,,,,39.2803,38.965625,40.9561,,,,2.65143,2.68742,2.66932
19.5229,19.126,18.636,,,,39.2803,38.9401,41.0067,,,,2.65143,2.68742,2.66332
19.5278,19.126,18.6654,,,,39.2803,38.9401,40.93925,,,,2.65143,2.68137,2.66932
19.5278,19.126,18.6948,,,,39.2803,38.9401,40.8718,,,,2.65143,2.67532,2.67532
19.518,19.1162,18.6948,,,,39.1443,38.872,40.8212,,,,2.65143,2.68742,2.67532
19.5082,19.126,18.6948,,,,39.2123,38.872,40.7706,,,,2.65143,2.68742,2.67532
19.5082,19.1064,18.6654,,,,39.1953,38.872,40.8381,,,,2.65143,2.68742,2.68742
19.5082,19.1064,18.685,,,,39.1783,38.8039,40.8043,,,,2.65143,2.68742,2.67532
19.50493333,19.1064,18.685,,,,39.16696667,38.8379,40.7706,,,,2.65143,2.68742,2.67532
19.50166667,19.1064,18.6605,,,,39.15563333,38.8039,40.73685,,,,2.65143,2.68742,2.68137
19.4984,19.1064,18.636,,,,39.1443,38.7357,40.7031,,,,2.65143,2.68742,2.68742
19.4886,19.0966,18.6556,,,,39.1443,38.7357,40.8381,,,,2.65143,2.68742,2.67532
19.4788,19.0868,18.6164,,,,39.1443,38.8039,40.9055,,,,2.65143,2.68742,2.67532
19.4984,19.0868,18.636,,,,39.1443,38.83795,40.928,,,,2.65143,2.68742,2.67532
19.4886,19.0868,18.6556,,,,39.1443,38.872,40.9505,,,,2.65143,2.68742,2.67532
19.4788,19.0672,18.6752,,,,39.1103,38.9061,40.973,,,,2.65143,2.67532,2.67532
19.469,19.0672,18.6556,,,,39.0763,38.9742,40.9392,,,,2.65143,2.68742,2.67532
19.4788,19.077,18.636,,,,39.0082,38.9742,40.9055,,,,2.65143,2.67532,2.67532
19.4788,19.077,18.6311,,,,39.04225,39.1443,40.9729,,,,2.65143,2.67532,2.67532
19.4788,19.0672,18.6262,,,,39.0763,39.1443,41.0403,,,,2.65143,2.68742,2.67532
19.469,19.0868,18.6213,,,,39.1103,39.2803,41.1077,,,,2.65143,2.68742,2.67532
19.4641,19.0819,18.6164,,,,39.1953,39.3143,41.1751,,,,2.65143,2.68742,2.67532
19.4592,19.077,18.587,,,,39.2803,39.3483,41.1078,,,,2.65143,2.68742,2.67532
19.4494,19.0868,18.59353333,,,,39.0763,39.3483,41.2088,,,,2.65143,2.68742,2.67532
19.4445,19.077,18.60006667,,,,39.1783,39.3823,41.3098,,,,2.65143,2.68742,2.67532
19.4396,19.077,18.6066,,,,39.2803,39.2803,41.4108,,,,2.65143,2.68742,2.67532
19.4445,19.0868,18.587,,,,39.34825,39.4162,41.32665,,,,2.65143,2.68742,2.68137
19.4494,19.077,18.5674,,,,39.4162,39.2803,41.2425,,,,2.65143,2.68742,2.68742
19.4445,19.077,18.5576,,,,39.4332,39.3143,41.2425,,,,2.65143,2.68742,2.67532
19.4396,19.0672,18.5478,,,,39.4502,39.2803,41.3098,,,,2.65143,2.68742,2.67532
19.4298,19.077,18.5968,,,,39.5521,39.2803,41.3098,,,,2.65143,2.67532,2.68742
19.4298,19.0574,18.6066,,,,39.5521,39.2123,41.2425,,,,2.65143,2.68742,2.67532
19.4298,19.0574,18.6164,,,,39.5521,39.2123,41.1078,,,,2.65143,2.68742,2.67532
19.4298,19.0476,18.5968,,,,39.4842,39.2123,41.1078,,,,2.65143,2.67532,2.67532
19.4298,19.0672,18.6458,,,,39.4842,39.1443,41.1751,,,,2.65143,2.68742,2.67532
19.4298,19.0672,18.6507,,,,39.4842,39.1103,41.07405,,,,2.65143,2.68742,2.67532
19.4298,19.0672,18.6556,,,,39.4842,39.0422,40.973,,,,2.65143,2.68742,2.67532
19.42,19.0672,18.6556,,,,39.3483,39.0422,40.8381,,,,2.65143,2.67532,2.67532
19.42,19.0672,18.636,,,,39.3313,39.0082,40.8043,,,,2.65143,2.68742,2.67532
19.42,19.0476,18.62293333,,,,39.3143,39.0082,40.79306667,,,,2.65143,2.68742,2.67532
19.42,19.0574,18.60986667,,,,39.3483,38.9742,40.78183333,,,,2.65143,2.68742,2.67532
19.42,19.05005,18.5968,,,,39.3483,38.94865,40.7706,,,,2.65143,2.68742,2.67532
19.42,19.0427,18.5772,,,,39.3211,38.9231,40.8381,,,,2.65143,2.68742,2.67532
19.42,19.03535,18.5478,,,,39.2939,38.89755,40.8381,,,,2.65143,2.68742,2.67532
19.42,19.028,18.5576,,,,39.2667,38.872,40.9055,,,,2.65143,2.68742,2.67532
19.42,19.0182,18.5576,,,,39.2395,38.8379,40.8043,,,,2.65143,2.68742,2.68742
19.42,19.0182,18.5674,,,,39.2123,38.8039,40.8212,,,,2.65143,2.68742,2.68137
19.4053,19.0084,18.5772,,,,39.2293,38.8039,40.8381,,,,2.65143,2.67532,2.67532
19.3906,18.9986,18.5674,,,,39.2463,38.8039,40.8381,,,,2.65143,2.68742,2.68137
19.4004,18.9888,18.5576,,,,39.2123,38.8039,40.8381,,,,2.65143,2.68742,2.68742
19.3906,18.9888,18.5674,,,,39.1953,38.7698,40.8043,,,,2.65143,2.68742,2.67532
19.3808,18.9888,18.56544,,,,39.1783,38.8039,40.79756,,,,2.65143,2.67532,2.67532
19.3808,18.979,18.56348,,,,39.1783,38.8039,40.79082,,,,2.65143,2.67532,2.67532
19.3808,18.9692,18.56152,,,,39.2123,38.8039,40.78408,,,,2.65143,2.67532,2.67532
19.3808,18.9692,18.55956,,,,39.0082,38.8039,40.77734,,,,2.65143,2.68742,2.67532
19.3808,18.9692,18.5576,,,,39.1103,38.8039,40.7706,,,,2.65143,2.68742,2.67532
19.37916667,18.9594,18.538,,,,39.08193333,38.9061,40.9055,,,,2.65143,2.68742,2.67532
19.37753333,18.9496,18.538,,,,39.05356667,39.0082,40.9055,,,,2.65143,2.67532,2.67532
19.3759,18.9594,18.538,,,,39.0252,39.0082,40.9055,,,,2.65143,2.68742,2.67532
19.37426667,18.9594,18.538,,,,38.99683333,39.0422,41.0404,,,,2.65143,2.68742,2.68742
19.37263333,18.9496,18.5184,,,,38.96846667,39.1103,41.0404,,,,2.65143,2.68742,2.67532
19.371,18.9594,18.5086,,,,38.9401,39.1443,41.1751,,,,2.65143,2.67532,2.67532
19.371,18.9545,18.538,,,,39.0763,39.2293,41.1414,,,,2.65143,2.68137,2.67532
19.36446667,18.9496,18.5478,,,,39.12163333,39.3143,41.1414,,,,2.655393333,2.68742,2.67532
19.35793333,18.9545,18.5576,,,,39.16696667,39.39925,41.1414,,,,2.659356667,2.68742,2.67532
19.3514,18.9594,18.5772,,,,39.2123,39.4842,41.2425,,,,2.66332,2.68742,2.68742
19.3612,18.9496,18.5772,,,,39.1443,39.2803,41.1078,,,,2.65143,2.67532,2.67532
19.3514,18.9496,18.5674,,,,39.2123,39.4162,41.0404,,,,2.65143,2.68742,2.67532
19.371,18.9594,18.5576,,,,39.1783,39.2803,41.1751,,,,2.65143,2.68742,2.67532
19.3612,18.9496,18.5478,,,,39.3823,39.3143,41.1078,,,,2.65143,2.67532,2.68742
19.3612,18.9594,18.5478,,,,39.4162,39.2463,41.2425,,,,2.65143,2.68742,2.67532
19.371,18.9692,18.538,,,,39.3143,39.2463,41.1078,,,,2.65143,2.68742,2.67532
19.371,18.9496,18.53996,,,,39.2803,39.1443,41.07408,,,,2.65143,2.67532,2.67532
19.371,18.9447,18.54192,,,,39.2803,39.1783,41.04036,,,,2.65143,2.68137,2.67532
19.371,18.9398,18.54388,,,,39.2803,39.2123,41.00664,,,,2.65143,2.68742,2.67532
19.3661,18.9398,18.54584,,,,39.2803,39.1783,40.97292,,,,2.65143,2.67532,2.67532
19.3612,18.9398,18.5478,,,,39.2803,39.1443,40.9392,,,,2.65143,2.68742,2.67532
19.371,18.93,18.5478,,,,39.2803,39.0763,40.9392,,,,2.65143,2.68742,2.67532
19.3668,18.93,18.5184,,,,39.26087143,39.0082,40.8718,,,,2.65143,2.68742,2.67532
19.3626,18.93,18.4988,,,,39.24144286,38.9401,40.9055,,,,2.65143,2.68742,2.67532
19.3584,18.9202,18.4988,,,,39.22201429,38.9401,40.87176667,,,,2.65143,2.68742,2.67532
19.3542,18.9104,18.4988,,,,39.20258571,38.9401,40.83803333,,,,2.65143,2.67532,2.67532
19.35,18.9104,18.4988,,,,39.18315714,38.91455,40.8043,,,,2.65143,2.678345,2.67532
19.3458,18.9104,18.4988,,,,39.16372857,38.889,40.81556667,,,,2.65143,2.68137,2.67532
19.3416,18.9104,18.4988,,,,39.1443,38.86345,40.82683333,,,,2.65143,2.684395,2.67532
19.3318,18.9104,18.4988,,,,39.1443,38.8379,40.8381,,,,2.65143,2.68742,2.67532
19.3416,18.9104,18.4792,,,,39.0763,38.85495,40.7368,,,,2.65143,2.68137,2.67532
19.3269,18.9104,18.4547,,,,39.04225,38.872,40.82115,,,,2.65143,2.67532,2.67532
19.3122,18.8908,18.4302,,,,39.0082,38.8039,40.9055,,,,2.65143,2.67532,2.67532
19.3122,18.8908,18.44,,,,39.1443,38.8039,40.8718,,,,2.65143,2.67532,2.67532
19.3171,18.8908,18.4498,,,,39.1103,38.8039,40.8381,,,,2.65143,2.68742,2.67532
19.322,18.9006,18.43755,,,,39.0763,38.7698,40.8381,,,,2.65143,2.67532,2.67532
19.3024,18.9006,18.4253,,,,39.1103,38.8039,40.8381,,,,2.65143,2.68742,2.67532
19.3024,18.9104,18.41305,,,,39.1443,38.7698,40.8381,,,,2.65143,2.68742,2.67532
19.3024,18.8908,18.4008,,,,39.1443,38.8039,40.8381,,,,2.65143,2.67532,2.67532
19.3024,18.9006,18.4204,,,,39.0763,38.8039,40.8381,,,,2.63964,2.67532,2.67532
19.2926,18.9006,18.4057,,,,39.1443,38.872,40.9561,,,,2.65143,2.68742,2.67532
19.2828,18.9104,18.391,,,,39.1443,38.9401,41.0741,,,,2.65143,2.67532,2.67532
19.273,18.9006,18.3812,,,,39.1443,38.9742,41.0741,,,,2.65143,2.67532,2.67532
19.2632,18.8908,18.3714,,,,39.1443,39.0763,41.09095,,,,2.65143,2.68742,2.67532
19.2632,18.9006,18.3616,,,,39.1103,39.0763,41.1078,,,,2.65143,2.67532,2.67532
19.2583,18.8859,18.35833333,,,,39.1103,39.1443,41.1078,,,,2.65143,2.68137,2.67532
19.2534,18.8712,18.35506667,,,,39.1103,39.2123,41.1078,,,,2.65143,2.68742,2.67532
19.25013333,18.8908,18.3518,,,,39.1103,39.1443,41.1078,,,,2.65143,2.68742,2.67532
19.24686667,18.9006,18.3322,,,,39.1103,39.2803,41.1078,,,,2.65143,2.68742,2.67532
19.2436,18.9006,18.3224,,,,39.1103,39.3823,41.3771,,,,2.65143,2.68742,2.67532
19.24115,18.8908,18.3224,,,,39.1273,39.2803,41.2425,,,,2.65143,2.67532,2.67532
19.2387,18.881,18.342,,,,39.1443,39.2803,41.3098,,,,2.65143,2.68742,2.67532
19.23625,18.881,18.3616,,,,39.1613,39.2463,41.3771,,,,2.65143,2.67532,2.67532
19.2338,18.881,18.3616,,,,39.1783,39.1783,41.29295,,,,2.65143,2.68742,2.67532
19.2338,18.881,18.3616,,,,39.4842,39.3483,41.2088,,,,2.65143,2.68742,2.67532
19.2338,18.881,18.3567,,,,39.4842,39.2803,41.200375,,,,2.65143,2.67532,2.67532
19.2338,18.8712,18.3518,,,,39.4842,39.2123,41.19195,,,,2.65143,2.68742,2.67532
19.224,18.8712,18.3469,,,,39.4162,39.1443,41.183525,,,,2.65143,2.67532,2.67532
19.224,18.8712,18.342,,,,39.4162,39.0763,41.1751,,,,2.65143,2.67532,2.67532
19.224,18.8712,18.3616,,,,39.4162,39.0082,41.1751,,,,2.65143,2.67532,2.67532
19.224,18.8516,18.3518,,,,39.3483,38.9401,41.0741,,,,2.65143,2.67532,2.67532
19.2142,18.8418,18.3714,,,,39.3483,39.0082,41.1078,,,,2.65143,2.67532,2.67532
19.2142,18.8418,18.3665,,,,39.3483,38.9401,41.05725,,,,2.65143,2.67532,2.67532
19.2044,18.832,18.3616,,,,39.3483,38.9401,41.0067,,,,2.66332,2.68742,2.67532
19.2044,18.832,18.3518,,,,39.3483,38.9401,40.98985,,,,2.63964,2.68742,2.67532
19.2044,18.832,18.342,,,,39.3143,38.9401,40.973,,,,2.65143,2.67532,2.67532
19.1946,18.8124,18.3224,,,,39.1103,38.9061,40.973,,,,2.65143,2.68742,2.67532
19.1946,18.8124,18.2832,,,,39.1613,38.88905,40.973,,,,2.65143,2.68137,2.67532
19.1946,18.8124,18.293,,,,39.2123,38.872,41.0067,,,,2.65143,2.67532,2.67532
19.1946,18.8222,18.2734,,,,39.2463,38.872,40.9392,,,,2.65143,2.67532,2.67532
19.1946,18.832,18.27666667,,,,39.2803,38.872,40.92796667,,,,2.65143,2.68742,2.67132
19.2044,18.8124,18.27993333,,,,39.2463,38.8039,40.91673333,,,,2.65143,2.68742,2.66732
19.1848,18.8222,18.2832,,,,39.2123,38.8039,40.9055,,,,2.65143,2.67532,2.66332
19.1848,18.832,18.2538,,,,39.1783,38.7698,40.9392,,,,2.65143,2.67532,2.66332
19.1848,18.8124,18.2538,,,,39.1783,38.7357,40.9392,,,,2.65143,2.67532,2.67532
19.1848,18.7928,18.2538,,,,39.1783,38.7357,41.0067,,,,2.65143,2.67532,2.67532
19.1848,18.8026,18.2538,,,,39.1443,38.8039,40.9392,,,,2.65143,2.67532,2.67532
19.175,18.7928,18.25772,,,,39.1443,38.8039,40.97964,,,,2.65143,2.68742,2.67532
19.1652,18.8124,18.26164,,,,39.1443,38.8379,41.02008,,,,2.65143,2.68742,2.67532
19.175,18.8124,18.26556,,,,39.1443,38.8379,41.06052,,,,2.65143,2.67532,2.67532
19.175,18.8026,18.26948,,,,39.1103,38.92305,41.10096,,,,2.65143,2.67532,2.67532
19.175,18.7928,18.2734,,,,39.0763,39.0082,41.1414,,,,2.65143,2.67532,2.67532
19.1652,18.8026,18.2636,,,,39.1443,39.0422,41.1078,,,,2.65143,2.68742,2.67532
19.1652,18.7928,18.244,,,,39.1103,39.1783,41.1751,,,,2.65143,2.68742,2.67532
19.1652,18.8124,18.2636,,,,39.1103,39.3143,41.28726667,,,,2.65143,2.67532,2.67532
19.1652,18.8075,18.2832,,,,39.0082,39.2633,41.39943333,,,,2.65143,2.67532,2.67532
19.1554,18.8026,18.3028,,,,39.09325,39.2123,41.5116,,,,2.65143,2.67532,2.67532
19.1456,18.7928,18.2832,,,,39.1783,39.1443,41.2425,,,,2.65143,2.68742,2.67532
19.1456,18.7928,18.3126,,,,39.2803,39.2803,41.293,,,,2.65143,2.67532,2.67532
19.1407,18.7879,18.342,,,,39.3143,39.3143,41.3435,,,,2.65143,2.67532,2.67532
19.1358,18.783,18.3224,,,,39.3483,39.3483,41.2425,,,,2.65143,2.67532,2.67532
19.1456,18.7879,18.3322,,,,39.4502,39.3483,41.2088,,,,2.65143,2.67532,2.67532
19.13906667,18.7928,18.342,,,,39.39356667,39.3483,41.1751,,,,2.65143,2.67532,2.67532
19.13253333,18.7928,18.342,,,,39.33693333,39.2803,41.2088,,,,2.65143,2.68742,2.66332
19.126,18.7928,18.3224,,,,39.2803,39.2463,41.10775,,,,2.65143,2.68742,2.66932
19.1358,18.7928,18.3028,,,,39.2803,39.1443,41.0067,,,,2.65143,2.67532,2.67532
19.1358,18.783,18.2881,,,,39.38225,39.1783,40.98985,,,,2.65143,2.68137,2.67532
19.1358,18.7732,18.2734,,,,39.4842,39.2123,40.973,,,,2.65143,2.68742,2.67532
19.1309,18.7732,18.26686667,,,,39.4672,39.1443,40.99546667,,,,2.65143,2.68742,2.67532
19.126,18.7732,18.26033333,,,,39.4502,39.0763,41.01793333,,,,2.65143,2.68742,2.67532
19.126,18.7732,18.2538,,,,39.4502,39.0536,41.0404,,,,2.65143,2.683386667,2.67532
19.12273333,18.7732,18.2342,,,,39.43886667,39.0309,41.1751,,,,2.65143,2.679353333,2.66332
19.11946667,18.7732,18.2244,,,,39.42753333,39.0082,41.0404,,,,2.65143,2.67532,2.68742
19.1162,18.7536,18.2146,,,,39.4162,38.9401,41.0404,,,,2.65143,2.67532,2.67537
19.1064,18.7536,18.2048,,,,39.3483,38.9401,41.0404,,,,2.65143,2.67532,2.66332
19.0966,18.7536,18.1852,,,,39.3483,38.9401,41.1078,,,,2.65143,2.67532,2.67532
19.0868,18.7536,18.1656,,,,39.3483,38.9061,41.2425,,,,2.65143,2.67532,2.67532
19.1064,18.7438,18.1754,,,,39.3483,38.9401,41.0404,,,,2.65143,2.67532,2.67532
19.0868,18.734,18.1558,,,,39.2123,38.872,41.0404,,,,2.65143,2.68742,2.66332
19.0868,18.7144,18.146,,,,39.3143,38.872,41.1414,,,,2.65143,2.67532,2.67532
19.0868,18.7144,18.1362,,,,39.3143,38.872,41.1414,,,,2.65143,2.68742,2.67532
19.0819,18.7242,18.1313,,,,39.2973,38.872,41.15825,,,,2.645535,2.68742,2.66932
19.077,18.7242,18.1264,,,,39.2803,38.8039,41.1751,,,,2.63964,2.67532,2.66332
